session_id;network_packet_size;protocol_type;login_attempts;session_duration;encryption_used;ip_reputation_score;failed_logins;browser_type;unusual_time_access;attack_detected
SID_02143;534;TCP;5;7.577.492.049.769.370;None;0.16583708698995456;2;Edge;0;0
SID_02144;548;UDP;7;9.522.595.823.607.010;DES;0.1432163151013066;1;Chrome;1;1
SID_02145;455;TCP;5;10.309.017.808.636.800;AES;0.2853590091033729;2;Chrome;0;0
SID_02146;797;UDP;9;14.932.363.917.320.800;None;0.19835668924178548;1;Chrome;0;1
SID_02147;179;UDP;2;23.339.138.969.775.400;DES;0.314923356120471;2;Chrome;1;0
SID_02148;334;UDP;5;5.081.004.639.395.880;DES;0.1162521745584818;1;Chrome;0;0
SID_02149;479;TCP;5;2.597.221.708.065.910;DES;0.14522051485966164;3;Edge;0;1
SID_02150;171;UDP;6;4.937.998.581.843.870;DES;0.3981574854562083;3;Edge;0;1
SID_02151;464;TCP;1;11.677.389.648.004.200;DES;0.19008339479121084;1;Chrome;0;0
SID_02152;832;TCP;5;19.411.864.897.355.100;AES;0.23390382889341327;1;Edge;0;1
SID_02153;504;TCP;3;546.823.138.435.057;AES;0.5193857442343632;2;Firefox;0;0
SID_02154;546;UDP;3;3.376.499.992.015.280;AES;0.4154685880358222;1;Chrome;0;1
SID_02155;247;TCP;3;8.200.963.659.439.730;DES;0.23913747253772652;2;Chrome;0;0
SID_02156;376;UDP;6;4.903.875.305.254.900;None;0.21076969432317147;1;Safari;0;0
SID_02157;424;UDP;3;11.746.033.903.875.300;AES;0.1602308850978684;1;Chrome;1;0
SID_02158;436;TCP;3;10.103.679.870.610.100;None;0.2061652174963901;2;Unknown;0;1
SID_02159;756;UDP;5;5.490.765.312.179.560;AES;0.28464972384833054;0;Unknown;0;1
SID_02160;611;TCP;2;10.170.460.581.982.800;None;0.2742178880444305;0;Edge;0;0
SID_02161;277;UDP;2;34.556.296.512.146.700;AES;0.37411490371048195;0;Chrome;0;1
SID_02162;549;TCP;2;10.632.304.404.155.100;DES;0.23092666374458312;2;Chrome;0;0
SID_02163;599;TCP;3;7.170.711.560.979.030;AES;0.4564164243373956;3;Chrome;1;1
SID_02164;728;TCP;3;17.774.924.092.285.500;AES;0.4627669369033601;3;Chrome;0;1
SID_02165;816;TCP;7;16.811.751.604.584.400;AES;0.4033771481966766;1;Edge;0;1
SID_02166;296;TCP;4;27.812.165.475.879.400;DES;0.04014568436340948;2;Firefox;0;0
SID_02167;337;TCP;3;18.447.840.797.175.100;AES;0.4374681534673391;2;Edge;0;0
SID_02168;248;TCP;3;7.457.217.816.704.880;None;0.29692664885055786;1;Edge;0;0
SID_02169;453;TCP;4;39.932.187.707.913.900;DES;0.37995021263061474;2;Unknown;0;1
SID_02170;593;TCP;4;5.546.469.288.851.950;AES;0.8176903369344628;1;Firefox;0;1
SID_02171;697;UDP;3;5.497.010.101.030.980;DES;0.22652762100737342;2;Firefox;0;0
SID_02172;484;TCP;1;20.126.695.527.985.800;AES;0.35578287291520283;1;Firefox;0;0
SID_02173;436;UDP;4;12.376.752.327.049.500;DES;0.21744680732684107;0;Firefox;0;0
SID_02174;530;TCP;1;3.321.926.746.211.980;DES;0.07495097425660893;3;Chrome;0;1
SID_02175;332;TCP;4;2.850.636.190.024.440;AES;0.1700934484825174;1;Firefox;0;1
SID_02176;917;TCP;6;1.662.535.676.678.320;DES;0.04763169448076094;0;Firefox;0;0
SID_02177;178;TCP;1;5.542.849.302.625.870;AES;0.17152891984418295;2;Chrome;0;0
SID_02178;536;TCP;4;9.200.600.598.230.460;AES;0.291163975577552;3;Chrome;1;1
SID_02179;904;TCP;1;19.100.297.612.081.900;DES;0.2555152643844437;0;Chrome;0;0
SID_02180;501;UDP;5;29.694.743.216.441.400;AES;0.5213209579206688;3;Edge;0;1
SID_02181;461;UDP;3;3.983.589.458.447.320;AES;0.08576605370977616;0;Chrome;0;0
SID_02182;428;TCP;5;5.319.601.716.472.730;AES;0.07716244322586208;1;Edge;0;0
SID_02183;463;UDP;6;10.929.709.807.935.300;DES;0.77569914223851;0;Chrome;1;1
SID_02184;774;TCP;4;1.281.058.636.480.010;AES;0.4650992037861331;0;Firefox;0;0
SID_02185;64;TCP;7;2.653.401.377.832.730;None;0.38112138512422666;0;Edge;0;1
SID_02186;806;TCP;2;18.926.481.545.542.300;DES;0.10956964855345547;3;Edge;0;1
SID_02187;215;UDP;5;28.655.937.372.876.200;DES;0.53409691088112;0;Edge;0;0
SID_02188;446;UDP;4;300.291.044.241.073;AES;0.0736032211894924;2;Edge;1;0
SID_02189;414;UDP;3;4.714.028.545.890.600;AES;0.6601006370081332;2;Firefox;0;1
SID_02190;617;TCP;4;13.177.298.983.483.000;None;0.5244374858134899;2;Firefox;0;0
SID_02191;180;TCP;6;21.897.713.979.486.900;AES;0.7080390197139885;2;Unknown;0;1
SID_02192;592;UDP;5;12.219.979.741.305.200;AES;0.21125720888293503;1;Edge;0;0
SID_02193;904;TCP;4;18.256.509.499.713.400;AES;0.4712685423164634;0;Chrome;0;0
SID_02194;227;TCP;1;9.907.068.083.336.930;AES;0.2430376529396949;0;Chrome;1;0
SID_02195;537;TCP;4;12.835.655.498.887.400;AES;0.23602768300873742;3;Chrome;0;1
SID_02196;367;TCP;4;1.538.134.820.728.530;None;0.1982653750685694;2;Chrome;0;0
SID_02197;585;TCP;5;5.711.462.362.951.140;AES;0.15715408348885135;1;Edge;1;0
SID_02198;503;TCP;5;31.884.917.847.006.100;None;0.5416424970337964;2;Chrome;0;0
SID_02199;371;TCP;6;118.407.704.444.492;AES;0.4435236494153115;1;Chrome;0;0
SID_02200;597;TCP;3;3.096.088.967.492.310;None;0.5327990953623011;4;Chrome;0;1
SID_02201;860;TCP;8;12.821.836.398.220.500;DES;0.5338006669443414;2;Chrome;0;1
SID_02202;461;TCP;5;14.399.290.379.620.600;AES;0.11086927383686361;0;Chrome;0;0
SID_02203;643;TCP;5;42.379.058.226.985.900;DES;0.20692316431094385;1;Firefox;0;0
SID_02204;241;TCP;3;6.767.287.552.513.830;AES;0.24799702208067417;1;Edge;0;0
SID_02205;308;TCP;3;20.051.727.576.689.100;None;0.29467168033983865;0;Firefox;0;1
SID_02206;594;TCP;4;11.675.771.663.075.000;None;0.09075466389032226;3;Chrome;0;1
SID_02207;796;UDP;3;6.516.805.690.012.300;AES;0.6531038594979962;1;Chrome;0;1
SID_02208;571;UDP;2;6.545.413.921.378.300;AES;0.3090505143497844;1;Chrome;0;0
SID_02209;437;TCP;3;1.583.771.411.765.430;DES;0.742988378263018;2;Firefox;0;1
SID_02210;499;TCP;6;3.339.398.395.559.880;DES;0.37550963691231704;2;Edge;0;1
SID_02211;249;UDP;4;4.102.809.252.237.420;AES;0.044625908721103884;1;Chrome;0;1
SID_02212;620;TCP;5;585.998.143.017.639;AES;0.10909156562678476;0;Chrome;0;0
SID_02213;676;TCP;8;1.463.693.922.891.710;None;0.23228948307036862;0;Chrome;0;1
SID_02214;409;TCP;2;5.089.015.726.023.890;AES;0.49226613274892017;3;Edge;0;1
SID_02215;405;TCP;8;4.582.768.505.857.790;AES;0.49095769771270875;1;Chrome;0;1
SID_02216;553;TCP;6;1.759.135.498.530.660;AES;0.39684972366452487;1;Safari;0;0
SID_02217;412;ICMP;7;14.319.170.550.059.800;AES;0.39750701920357423;4;Unknown;1;1
SID_02218;486;UDP;3;45.114.734.544.177.000;DES;0.2395349742518932;1;Firefox;0;1
SID_02219;919;TCP;1;29.230.263.593.127.800;DES;0.5318738945698049;2;Chrome;1;0
SID_02220;450;TCP;7;11.175.385.351.327.200;DES;0.17042062234994607;5;Chrome;0;1
SID_02221;428;TCP;3;752.268.550.610.383;DES;0.580267192283523;0;Edge;1;0
SID_02222;370;TCP;3;25.796.514.467.246.200;None;0.1609756979647566;2;Firefox;0;0
SID_02223;648;TCP;2;4.263.588.562.509.980;AES;0.08879483086433848;2;Chrome;1;1
SID_02224;463;TCP;4;18.256.409.614.362.000;AES;0.5076018135765143;3;Chrome;0;1
SID_02225;370;TCP;3;49.092.396.850.902.400;AES;0.5206392839541938;1;Chrome;0;0
SID_02226;764;TCP;2;13.198.570.017.589.600;None;0.19172037351482998;0;Chrome;0;0
SID_02227;783;TCP;6;1.437.975.143.011.360;DES;0.4478552982258182;0;Firefox;0;0
SID_02228;379;ICMP;4;2.851.219.398.781.540;AES;0.5203560623376134;1;Edge;0;1
SID_02229;126;TCP;2;7.055.675.816.871.110;AES;0.3226632457384373;0;Firefox;1;0
SID_02230;701;ICMP;2;25.139.396.486.721.900;None;0.2289560251363578;1;Chrome;1;1
SID_02231;363;TCP;7;26.287.859.067.963.800;AES;0.3534791400588454;3;Firefox;0;1
SID_02232;658;TCP;3;8.698.681.895.264.890;AES;0.4483620007549447;1;Chrome;0;0
SID_02233;105;TCP;7;8.690.493.027.063.090;DES;0.5415876831351433;2;Chrome;1;1
SID_02234;678;TCP;3;48.216.364.698.686.800;None;0.512091633712274;4;Chrome;0;1
SID_02235;257;TCP;3;5.391.916.603.735.370;AES;0.06179503158565478;1;Chrome;1;0
SID_02236;646;UDP;1;48.760.754.163.393.600;DES;0.5021149385647122;1;Firefox;0;0
SID_02237;502;ICMP;6;5.889.722.282.502.020;AES;0.31455728689668955;3;Edge;1;1
SID_02238;309;TCP;2;1.288.656.601.623.760;DES;0.4291797516451361;2;Unknown;0;0
SID_02239;418;TCP;2;12.668.099.680.629.800;DES;0.2620414287147299;0;Firefox;0;0
SID_02240;637;TCP;5;8.655.814.142.219.570;None;0.24282727459977135;0;Chrome;0;1
SID_02241;521;TCP;4;2.914.277.084.317.280;AES;0.40395933001580975;2;Chrome;0;0
SID_02242;616;TCP;5;22.551.183.909.471.900;DES;0.22440348540570892;1;Firefox;0;0
SID_02243;895;TCP;4;12.622.951.983.140.800;DES;0.15315827813129582;1;Chrome;0;0
SID_02244;187;TCP;7;3.355.141.982.079.200;None;0.3070069877020643;2;Chrome;0;1
SID_02245;823;TCP;2;5.702.578.227.290.410;DES;0.3502804076482736;1;Chrome;0;0
SID_02246;520;TCP;4;18.354.014.604.510.800;AES;0.1892196599118834;2;Chrome;0;1
SID_02247;320;TCP;2;49.383.982.383.573.600;AES;0.33739260911960756;3;Unknown;0;1
SID_02248;233;TCP;6;8.231.493.950.846.890;None;0.4296677203898475;1;Chrome;0;0
SID_02249;462;ICMP;10;46.248.468.802.026.700;None;0.27880537897679397;2;Chrome;0;1
SID_02250;684;TCP;2;11.351.527.696.236.700;AES;0.044929793427608014;1;Chrome;0;0
SID_02251;474;UDP;3;22.468.882.147.375.700;AES;0.5353583100700683;0;Chrome;0;0
SID_02252;802;UDP;7;24.985.113.116.038.400;DES;0.44080149780729844;1;Unknown;0;1
SID_02253;209;ICMP;1;11.976.819.606.397.200;AES;0.476325205791598;1;Chrome;0;0
SID_02254;497;UDP;11;4.329.375.075.379.100;AES;0.20638833629516504;1;Chrome;0;1
SID_02255;249;TCP;4;8.735.461.064.134.850;AES;0.22317402321869856;1;Chrome;0;0
SID_02256;572;UDP;4;1.086.993.380.429.300;DES;0.06500835898788454;1;Firefox;0;0
SID_02257;677;TCP;6;2.796.160.799.809.680;None;0.6464291745484316;0;Edge;0;1
SID_02258;415;TCP;4;12.386.652.021.440.900;AES;0.1937340148069083;1;Edge;1;0
SID_02259;64;ICMP;3;888.447.722.907.201;None;0.3412773008215096;1;Chrome;0;0
SID_02260;539;UDP;5;34.574.889.948.900.800;DES;0.39845942709647414;2;Firefox;0;0
SID_02261;587;ICMP;5;32.881.437.937.142.000;None;0.05657736749461307;0;Chrome;0;0
SID_02262;580;UDP;7;2.026.788.981.099.310;AES;0.5664855123912674;3;Unknown;1;1
SID_02263;747;UDP;5;11.940.724.001.723.600;AES;0.25688185352440257;1;Firefox;0;0
SID_02264;285;UDP;5;13.378.260.299.707.100;AES;0.2655937468266501;1;Chrome;0;1
SID_02265;636;UDP;6;7.052.996.332.307.730;AES;0.4712504962024701;2;Firefox;0;0
SID_02266;738;TCP;2;24.237.671.514.686.100;None;0.2689291319269453;1;Firefox;1;0
SID_02267;144;UDP;5;8.345.686.856.563.850;None;0.5938285292300436;2;Safari;0;0
SID_02268;563;UDP;5;33.313.144.761.191.400;DES;0.523378617637076;1;Chrome;0;0
SID_02269;399;UDP;5;1.448.325.977.194.180;AES;0.49673264170386605;1;Edge;0;1
SID_02270;483;TCP;5;2.641.766.999.159.120;AES;0.1791248165526196;1;Unknown;0;1
SID_02271;569;TCP;5;27.494.005.953.622.600;AES;0.4773410804555717;1;Firefox;0;0
SID_02272;402;TCP;3;22.950.139.056.120.800;DES;0.05972956232627765;1;Chrome;0;1
SID_02273;364;UDP;3;23.230.610.762.022.900;AES;0.674691932353934;2;Unknown;0;1
SID_02274;506;TCP;4;2.424.360.849.899.690;None;0.37055841775029713;0;Firefox;0;0
SID_02275;282;TCP;1;2.825.123.952.337.190;AES;0.1398387641688043;0;Unknown;0;0
SID_02276;282;TCP;6;3.678.887.992.207.610;AES;0.37243159254908437;1;Chrome;0;0
SID_02277;635;UDP;1;6.876.901.364.793.830;None;0.3533387727442509;0;Chrome;1;0
SID_02278;270;UDP;1;1.950.761.065.733.710;DES;0.47133045236335464;1;Safari;0;1
SID_02279;633;UDP;3;8.101.554.448.788.860;DES;0.4739054355794603;2;Edge;0;0
SID_02280;592;TCP;4;11.446.380.677.288.700;None;0.43651100233665485;2;Chrome;0;0
SID_02281;154;TCP;2;213.788.661.872.256;None;0.39077125084131814;1;Chrome;1;0
SID_02282;364;TCP;3;211.657.278.896.685;None;0.41758384408018145;2;Chrome;0;0
SID_02283;738;TCP;4;19.104.959.890.851.600;None;0.29603955921123376;2;Safari;1;1
SID_02284;303;UDP;5;6.338.442.604.152.790;AES;0.22518235270579307;1;Chrome;0;1
SID_02285;407;TCP;4;9.904.245.849.164.230;DES;0.8195502647829579;2;Edge;0;1
SID_02286;592;TCP;4;2.834.481.718.508.580;DES;0.3855810450688269;2;Firefox;0;0
SID_02287;656;TCP;5;15.273.354.665.336.000;DES;0.33269863902956065;1;Chrome;0;0
SID_02288;449;TCP;6;23.544.315.416.645.100;DES;0.07253079160704032;3;Chrome;0;1
SID_02289;380;UDP;4;4.652.901.083.607.410;None;0.3577750224606222;3;Chrome;0;1
SID_02290;784;TCP;2;5.239.306.423.446.140;AES;0.27865852304847094;2;Chrome;0;0
SID_02291;847;UDP;5;3.396.789.354.586.980;DES;0.20164040032072036;2;Chrome;0;0
SID_02292;695;TCP;5;3.276.613.982.393.060;DES;0.18278976258884208;2;Safari;0;0
SID_02293;517;TCP;3;8.445.874.354.721.990;AES;0.2558957984460491;2;Firefox;0;0
SID_02294;338;TCP;3;707.280.011.808.582;AES;0.6617505970846128;0;Firefox;0;1
SID_02295;333;TCP;3;647.398.950.457.327;DES;0.16142342122824593;0;Edge;0;0
SID_02296;604;UDP;2;11.866.121.102.131.700;None;0.3474689413292516;1;Safari;0;0
SID_02297;583;TCP;3;24.822.638.020.098.900;DES;0.44442525406543393;3;Chrome;1;1
SID_02298;780;TCP;5;2.941.591.041.373.040;AES;0.13075383494441678;0;Firefox;1;0
SID_02299;630;TCP;5;10.235.217.840.463.400;DES;0.1435887514135072;1;Chrome;0;0
SID_02300;199;TCP;1;4.560.403.338.761.720;None;0.11029178088641624;1;Chrome;0;0
SID_02301;710;UDP;4;12.251.404.193.627.800;AES;0.5596420318705407;0;Firefox;0;1
SID_02302;300;TCP;1;1.435.664.126.313.850;DES;0.06201433270594139;3;Chrome;0;1
SID_02303;423;TCP;5;5.558.891.867.729.170;DES;0.5632833415917257;2;Firefox;0;0
SID_02304;550;UDP;6;6.426.286.964.650.830;DES;0.3305333811770468;2;Chrome;0;0
SID_02305;899;TCP;4;6.589.228.046.244.950;AES;0.46973473905638574;2;Chrome;0;0
SID_02306;1121;TCP;1;14.807.498.142.297.200;None;0.39326640310528854;2;Edge;0;0
SID_02307;621;TCP;5;2.576.002.562.425.390;AES;0.22301483743768774;2;Chrome;0;0
SID_02308;463;TCP;4;6.465.418.041.574.990;AES;0.11237918349590921;1;Chrome;0;0
SID_02309;606;UDP;2;6.029.542.444.876.620;AES;0.3817716569235977;1;Chrome;1;0
SID_02310;677;TCP;4;2.869.946.111.741.060;DES;0.5624591761610764;1;Unknown;1;1
SID_02311;435;ICMP;2;551.986.212.926.435;DES;0.1870149726682455;3;Firefox;0;1
SID_02312;859;TCP;5;9.034.051.628.804.460;AES;0.8608722089129791;0;Firefox;0;1
SID_02313;546;ICMP;5;382.450.030.378.546;AES;0.05556020443271218;2;Chrome;0;0
SID_02314;599;TCP;4;9.857.299.822.320.450;AES;0.18389728871782876;0;Edge;0;0
SID_02315;633;TCP;5;8.812.906.026.497.600;DES;0.4604264529705178;1;Chrome;0;0
SID_02316;584;TCP;2;12.121.558.395.042.500;None;0.6545495187354117;3;Firefox;1;1
SID_02317;667;TCP;10;1.675.454.651.609.310;AES;0.3374322893450713;3;Chrome;0;1
SID_02318;376;UDP;3;30.321.575.510.902.300;DES;0.287337327241312;3;Chrome;0;1
SID_02319;388;UDP;1;16.838.403.931.508.700;AES;0.4593031787569887;2;Chrome;0;0
SID_02320;279;TCP;7;5.272.080.189.199.050;DES;0.06371887961482944;0;Chrome;0;1
SID_02321;587;TCP;3;6.781.136.872.546.190;DES;0.3906667019898419;2;Firefox;0;0
SID_02322;655;TCP;1;423.440.011.524.677;DES;0.22264317061458896;0;Chrome;0;1
SID_02323;591;ICMP;7;5.178.389.796.934.670;AES;0.1320708378068687;0;Chrome;0;1
SID_02324;834;UDP;4;19.111.324.627.141.400;None;0.045453680550012435;0;Firefox;1;0
SID_02325;498;TCP;2;2.354.426.901.944.570;None;0.4845534284149316;1;Chrome;0;0
SID_02326;633;UDP;4;47.228.324.287.246.900;None;0.3286236540951624;2;Chrome;0;0
SID_02327;281;UDP;5;5.778.325.623.523.850;AES;0.16859428269915286;1;Firefox;0;1
SID_02328;422;TCP;4;98.796.944.901.458;AES;0.3554670922000746;0;Chrome;0;0
SID_02329;639;UDP;4;3.151.705.799.635.380;DES;0.1793596137975173;1;Edge;0;1
SID_02330;669;TCP;1;5.759.826.359.182.160;DES;0.17112627686136136;1;Unknown;0;0
SID_02331;441;TCP;3;1.811.017.692.679.680;None;0.6658302146667648;2;Safari;0;1
SID_02332;485;TCP;4;6.874.242.508.104.920;AES;0.14221683425392243;1;Chrome;0;0
SID_02333;196;TCP;3;9.248.657.597.568.290;None;0.11111029461271117;1;Firefox;0;0
SID_02334;428;TCP;4;8.397.663.801.979.340;DES;0.2816068638899637;1;Edge;0;0
SID_02335;678;TCP;1;4.674.521.478.772.470;AES;0.5031089572442867;3;Chrome;0;1
SID_02336;615;UDP;5;11.733.759.982.899.100;AES;0.2087848778242253;2;Chrome;1;0
SID_02337;600;TCP;3;30.796.831.221.094.900;None;0.1787323283522342;2;Chrome;0;0
SID_02338;509;TCP;7;50.681.194.202.129.400;AES;0.2153045348739773;3;Chrome;0;1
SID_02339;501;UDP;3;2.519.383.544.447.970;DES;0.22542290692065908;2;Edge;0;0
SID_02340;367;TCP;3;740.322.882.728.059;DES;0.4844108594872303;1;Chrome;0;0
SID_02341;639;TCP;6;46.486.548.186.004.900;AES;0.08290010669778534;0;Chrome;0;0
SID_02342;584;ICMP;4;195.813.269.118.678;DES;0.6251421430350033;0;Firefox;0;1
SID_02343;598;UDP;2;2.947.493.079.196.600;AES;0.41607056500060513;1;Chrome;1;0
SID_02344;394;TCP;3;2.622.124.460.645.200;DES;0.3254181036450434;1;Unknown;0;0
SID_02345;69;TCP;7;19.345.109.694.074.800;AES;0.4093132415870053;3;Chrome;0;1
SID_02346;719;ICMP;1;5.904.391.144.020.120;AES;0.24868952969422167;4;Chrome;0;1
SID_02347;404;TCP;6;8.459.513.364.559.740;DES;0.2138359332256166;3;Edge;0;1
SID_02348;327;TCP;7;2.183.424.467.836.810;None;0.12437119207207871;2;Safari;0;1
SID_02349;638;TCP;6;16.092.738.497.296.300;AES;0.33458320344415715;1;Edge;0;0
SID_02350;421;TCP;5;22.103.484.634.145.300;DES;0.09365090117561725;1;Chrome;0;0
SID_02351;711;UDP;8;6.205.923.409.993.190;AES;0.4413799127192701;0;Edge;0;1
SID_02352;623;UDP;3;1.551.544.520.949.610;None;0.25841674947274984;3;Firefox;0;1
SID_02353;636;ICMP;2;14.713.399.640.594.800;None;0.4783833106865336;3;Chrome;0;1
SID_02354;226;UDP;3;25.499.248.494.394.000;AES;0.3771314467849127;1;Chrome;0;0
SID_02355;742;TCP;3;17.270.700.359.810.800;AES;0.4576635107935385;1;Chrome;0;0
SID_02356;552;TCP;3;8.477.174.027.740.550;None;0.13370857161722263;2;Firefox;0;0
SID_02357;426;ICMP;3;12.136.690.695.002.000;DES;0.08578831588254772;1;Edge;1;1
SID_02358;528;TCP;5;1.258.186.101.304.720;AES;0.334956131312233;1;Edge;0;0
SID_02359;144;TCP;1;23.061.117.061.574.000;AES;0.5299507263898607;1;Firefox;0;0
SID_02360;581;UDP;4;23.600.757.467.261.000;DES;0.42565748712952073;1;Edge;0;0
SID_02361;294;TCP;2;26.405.010.960.811.000;DES;0.26121018506745136;0;Unknown;0;0
SID_02362;229;TCP;3;1.097.560.092.231.210;AES;0.4229252363437415;2;Firefox;0;0
SID_02363;195;UDP;4;20.638.939.615.035.600;AES;0.10888226356759705;0;Edge;0;1
SID_02364;722;ICMP;8;19.045.239.212.150.100;AES;0.42871185776942;3;Safari;0;1
SID_02365;374;TCP;2;8.540.405.319.423.290;AES;0.19237991042767622;1;Chrome;0;0
SID_02366;806;UDP;4;24.352.291.167.366.100;AES;0.28250903890864515;1;Edge;0;0
SID_02367;392;TCP;4;8.922.372.789.587.610;AES;0.29783534092650316;2;Firefox;0;0
SID_02368;158;TCP;6;7.710.217.425.938.050;AES;0.2573791555182476;2;Edge;0;0
SID_02369;276;UDP;5;34.466.210.586.523.400;None;0.4839345927057705;1;Chrome;0;0
SID_02370;747;ICMP;2;15.893.051.055.072.200;AES;0.16811665760066843;3;Safari;0;1
SID_02371;468;TCP;4;11.183.852.753.384.300;None;0.25872842038573124;2;Firefox;0;0
SID_02372;390;TCP;5;8.151.725.035.948.440;DES;0.21813412660938244;0;Chrome;0;1
SID_02373;532;TCP;2;25.515.600.467.987.300;DES;0.10261578074967417;0;Firefox;1;0
SID_02374;600;TCP;4;5.992.233.107.737.860;None;0.14693563897607517;1;Firefox;0;0
SID_02375;723;TCP;7;3.921.475.288.050.970;AES;0.11808469871970548;2;Firefox;1;1
SID_02376;789;TCP;3;3.119.091.940.228.620;DES;0.47608897983888243;3;Chrome;0;1
SID_02377;428;TCP;2;5.335.038.059.706.450;DES;0.12202766509348302;2;Chrome;0;0
SID_02378;234;TCP;5;29.868.803.247.392.400;None;0.07409488353600911;0;Firefox;1;1
SID_02379;417;TCP;3;23.551.930.969.441.300;AES;0.203570530385952;0;Firefox;1;0
SID_02380;552;UDP;4;11.686.106.699.893.900;AES;0.35410535180689506;2;Chrome;0;0
SID_02381;307;TCP;3;10.100.110.334.450.400;None;0.30361202761559436;2;Firefox;0;0
SID_02382;308;TCP;3;15.052.350.733.725.800;AES;0.07899027595550283;3;Firefox;0;1
SID_02383;568;UDP;8;9.463.105.607.514.980;None;0.29655993855429497;1;Chrome;1;1
SID_02384;490;UDP;4;917.467.018.916.734;None;0.41876324428292483;3;Chrome;0;1
SID_02385;506;TCP;4;8.647.147.760.389.590;AES;0.04327854848376599;0;Chrome;0;0
SID_02386;348;TCP;5;3.362.519.312.230.540;AES;0.3736864181027285;1;Edge;0;0
SID_02387;453;UDP;2;20.711.791.194.329.900;AES;0.5678791364008957;1;Chrome;0;0
SID_02388;315;TCP;3;2.446.113.219.140.850;AES;0.3947167986477236;1;Chrome;0;0
SID_02389;678;UDP;2;90.649.060.352.528;AES;0.10754861967108609;2;Chrome;0;0
SID_02390;707;TCP;1;15.132.011.407.205.300;None;0.23515292171699753;1;Firefox;0;0
SID_02391;130;TCP;5;9.100.087.326.391.160;DES;0.18055238548335734;0;Chrome;0;1
SID_02392;314;TCP;3;30.815.996.532.798.300;AES;0.31237265438210254;1;Chrome;0;0
SID_02393;200;UDP;5;35.455.580.705.945.500;AES;0.6775287606037428;0;Edge;0;1
SID_02394;369;UDP;4;11.749.341.992.192.800;DES;0.30010023992641044;2;Unknown;0;1
SID_02395;483;TCP;6;42.423.777.590.961.600;AES;0.19009919429423927;1;Firefox;0;0
SID_02396;210;TCP;7;2.030.248.131.868.680;DES;0.47912720948790627;1;Chrome;1;1
SID_02397;315;TCP;4;32.807.098.503.339.200;DES;0.2608148620505353;3;Unknown;0;1
SID_02398;299;TCP;5;11.394.188.769.110.800;None;0.15085175726623387;1;Chrome;0;0
SID_02399;541;UDP;1;19.587.285.862.004.900;DES;0.28428519132493124;0;Chrome;0;0
SID_02400;513;TCP;2;7.779.428.905.432.840;AES;0.5634063266534013;3;Chrome;1;1
SID_02401;355;UDP;4;16.660.913.148.116.000;AES;0.5561911747835862;0;Chrome;0;0
SID_02402;535;TCP;9;916.694.103.678.336;AES;0.12281104392427342;2;Chrome;0;1
SID_02403;390;UDP;3;3.857.210.134.043.370;AES;0.42130884855189715;1;Safari;0;1
SID_02404;445;UDP;4;5.958.097.668.080.820;AES;0.47176801452486644;2;Chrome;0;0
SID_02405;834;TCP;7;4.420.997.421.701.360;AES;0.3565843446115453;0;Chrome;1;1
SID_02406;768;TCP;3;14.030.088.448.557.600;AES;0.3639103704430855;2;Firefox;0;0
SID_02407;240;TCP;5;7.102.261.054.691.170;AES;0.36801715480787023;2;Firefox;0;0
SID_02408;665;TCP;1;34.183.556.205.358.800;AES;0.23386754518980277;1;Firefox;0;0
SID_02409;662;TCP;2;9.583.155.859.402.850;DES;0.6850547079792371;1;Chrome;0;1
SID_02410;270;TCP;1;21.759.370.276.629.800;None;0.3566343225918421;3;Edge;0;1
SID_02411;663;ICMP;5;514.831.755.237.281;DES;0.26554612857905124;2;Firefox;0;1
SID_02412;807;TCP;2;5.841.508.481.891.870;DES;0.22004325958364052;0;Firefox;0;0
SID_02413;275;UDP;6;2.181.557.199.144.370;DES;0.13672933877739632;2;Chrome;0;1
SID_02414;316;UDP;3;7.604.590.791.766.520;AES;0.517415485355198;0;Unknown;1;0
SID_02415;703;UDP;5;35.429.367.872.169.100;AES;0.20730290845831645;1;Edge;0;1
SID_02416;554;TCP;4;5.642.555.079.656.810;None;0.3762357664462119;0;Chrome;0;0
SID_02417;610;TCP;2;9.616.960.946.056.480;DES;0.5223898977590506;1;Firefox;0;0
SID_02418;568;TCP;3;9.312.942.013.029.130;AES;0.4693277590579212;3;Chrome;0;1
SID_02419;578;TCP;3;578.931.447.971.113;AES;0.34085367751282475;2;Firefox;0;0
SID_02420;234;TCP;1;492.226.153.233.399;AES;0.30041654949891616;3;Firefox;0;1
SID_02421;709;UDP;5;8.538.783.002.400.530;None;0.14220998559559897;2;Chrome;0;0
SID_02422;733;TCP;2;27.153.370.883.655.800;DES;0.33221117405948;2;Chrome;0;0
SID_02423;454;TCP;5;33.159.713.634.990.600;AES;0.4814195193978481;2;Chrome;0;0
SID_02424;491;ICMP;3;14.205.684.503.623.600;DES;0.15350345278986677;0;Edge;0;0
SID_02425;193;TCP;4;5.934.095.149.606.700;AES;0.6495621033413421;2;Chrome;0;1
SID_02426;602;TCP;3;3.726.929.649.565.170;AES;0.4402074071410956;1;Safari;0;0
SID_02427;614;UDP;5;24.124.184.494.566.500;AES;0.40900190816730186;1;Chrome;0;0
SID_02428;487;TCP;6;10.658.945.304.565.900;AES;0.4173869304024702;0;Firefox;0;0
SID_02429;724;TCP;7;1.879.932.752.864.270;DES;0.2589827606585747;0;Chrome;0;1
